,Taxon,X.x,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,X.y,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
284,GAURA COCCINEA,4493,mattheis.ca,1,13,4.333333333,7,3.5,-6,-0.833333333,435,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,FORB,PERENNIAL,FORB
286,GERANIUM DISSECTUM,5949,scruzm.us,1,10.7321117,3.577370567,5.8522727,2.92613635,-4.879839,-0.651234217,438,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,FORB,ANNUAL,FORB
287,GERANIUM DISSECTUM,3251,jenadrt.de,1,28,9.333333333,6,2,-22,-7.333333333,438,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,FORB,ANNUAL,FORB
288,GERANIUM DISSECTUM,5862,scruzl.us,1,104.7801431,20.95602862,11.3977867,3.799262233,-93.3823564,-17.15676639,438,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,FORB,ANNUAL,FORB
289,GERANIUM MOLLE,2172,cowidrt.ca,1,15,3,14,3.5,-1,0.5,439,24,0.296666667,NA,23.20870159,0.53,0.329104478,289.9024475,0.112466667,FORB,NULL,FORB
290,GERANIUM PUSILLUM,3257,jenadrt.de,1,60,20,37,12.33333333,-23,-7.666666667,440,17.47,0.151,NA,26.42,0.59,0.417391304,192.0238007,0.1212,FORB,NULL,FORB
291,GERANIUM THUNBERGII,6190,teshio.jp,1,16,8,9,4.5,-7,-3.5,441,20.22039,0.709,NA,27.52,NA,NA,NA,NA,FORB,PERENNIAL,FORB
292,GEUM CANADENSE,2748,esw.ca,1,1,1,1,1,0,0,442,NA,0.77936,NA,20.2434208,0.1016,NA,NA,NA,FORB,PERENNIAL,FORB
293,GLECHOMA HEDERACEA,3263,jenadrt.de,1,8,8,12,12,4,4,445,13.09,0.072,15.84806833,21.32,0.14,0.104315255,419.5272801,0.213838095,FORB,PERENNIAL,FORB
294,GLOBULARIA VULGARIS,69,allmendb.ch,1,5.25,1.75,0.75,0.375,-4.5,-1.375,446,NA,0.2,NA,6.892,NA,NA,NA,NA,FORB,PERENNIAL,FORB
295,GLOBULARIA VULGARIS,217,allmendo.ch,1,1.75,0.583333333,4,1.333333333,2.25,0.75,446,NA,0.2,NA,6.892,NA,NA,NA,NA,FORB,PERENNIAL,FORB
296,GNAPHALIUM SUPINUM,5275,passogavia.it,1,0.16,0.053333333,0.15,0.075,-0.01,0.021666667,448,22.46381487,NA,28.1,27.00300375,NA,NA,307.39,0.29,FORB,PERENNIAL,FORB
298,GUTIERREZIA SAROTHRAE,5982,sevblack.us,1,18.25,18.25,20,20,1.75,1.75,457,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,SHRUB,PERENNIAL,FORB
299,GYPSOPHILA REPENS,221,allmendo.ch,1,0.25,0.25,0.5,0.5,0.25,0.25,460,12.7,0.14,NA,15.67666667,NA,NA,NA,NA,FORB,PERENNIAL,FORB
300,HELIANTHUS ANNUUS,1517,cdpt_drt.us,1,0.5,0.5,2.6,0.866666667,2.1,0.366666667,472,18,NA,27.3,18.91505647,0.2032,0.086907021,191.3969043,0.945853228,FORB,ANNUAL,FORB
301,HELIANTHUS PAUCIFLORUS,1326,brookdale.ca,1,4.333333333,1.083333333,6.25,1.25,1.916666667,0.166666667,473,NA,0.39,NA,9.153001144,1.27,0.19,52,0.36,NULL,NULL,FORB
307,HETEROTHECA SUBAXILLARIS,4792,oklah.us,1,1,0.5,1,0.5,0,0,486,NA,1.8,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
308,HETEROTHECA SUBAXILLARIS,6037,slp.us,1,19,6.333333333,12,6,-7,-0.333333333,486,NA,1.8,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
316,HOLOSTEUM UMBELLATUM,3833,kiskun.hu,1,3.51,0.702,0.12,0.04,-3.39,-0.662,497,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,FORB,ANNUAL,FORB
317,HOLOSTEUM UMBELLATUM,2753,esw.ca,1,1,1,1,1,0,0,497,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,FORB,ANNUAL,FORB
319,HYALOSPERMA DEMISSUM,3398,jilpanger.au,1,3.5,0.7,0.5,0.5,-3,-0.2,500,NA,0.03518491,NA,38.104966,NA,NA,NA,NA,FORB,ANNUAL,FORB
320,HYDROCOTYLE BONARIENSIS,4352,marcdrt.ar,1,3,1.5,7,2.333333333,4,0.833333333,501,NA,NA,NA,27.35005333,NA,NA,NA,NA,FORB,PERENNIAL,FORB
321,HYDROCOTYLE FOVEOLATA,3400,jilpanger.au,1,2,0.5,0.5,0.5,-1.5,0,502,NA,0.13,NA,40.950606,NA,NA,NA,NA,FORB,ANNUAL,FORB
322,HYPOCHAERIS GLABRA,3404,jilpanger.au,1,2.5,0.5,1.5,0.5,-1,0,509,NA,0.301666667,NA,40.145,NA,NA,NA,NA,FORB,ANNUAL,FORB
323,HYPOCHAERIS RADICATA,6118,spvdrt.ar,1,8,2.666666667,9,3,1,0.333333333,511,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB
324,HYPOCHAERIS RADICATA,6364,yarradrt.au,1,1,1,1,1,0,0,511,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB
325,HYPOCHAERIS RADICATA,487,baddrt.de,1,0.2,0.2,1,1,0.8,0.8,511,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB
326,HYPOCHAERIS RADICATA,632,bayrdrt.de,1,0.1,0.1,6,3,5.9,2.9,511,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB
327,HYPOCHAERIS RADICATA,2887,falls.au,1,4.5,0.9,2.5,0.833333333,-2,-0.066666667,511,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB
328,HYPOLAENA FASTIGIATA,3406,jilpanger.au,1,0.5,0.5,1,0.5,0.5,0,512,5.5,0.5625,NA,2.094693,0.25,NA,2.742290055,NA,GRASS,PERENNIAL,FORB
329,ISOETOPSIS GRAMINIFOLIA,2352,credom.au,1,0.5,0.5,0.5,0.5,0,0,517,NA,0.045,NA,14.44850259,NA,NA,NA,NA,FORB,ANNUAL,FORB
338,LACTUCA SERRIOLA,4586,naposta.ar,1,5,5,6,3,1,-2,538,32,0.9375,NA,21.4302,0.825,0.458436769,257.2538462,0.61,FORB,BIENNIAL,FORB
339,LACTUCA TATARICA,3563,kernb.ca,1,4,2,2.5,1.25,-1.5,-0.75,539,22.6,0.625,NA,18.07666667,2.4,0.213227444,77.19169246,NA,FORB,PERENNIAL,FORB
343,LEONTODON HISPIDUS,2623,elvadrt.ee,1,19,6.333333333,12,4,-7,-2.333333333,554,23.92644618,0.371,11.53789754,27.0408515,0.3,0.134462153,204.9072943,0.273284146,FORB,PERENNIAL,FORB
347,LEUCANTHEMOPSIS ALPINA,5285,passogavia.it,1,4.22,0.844,2.3,0.46,-1.92,-0.384,564,26,0.035,NA,15.775,0.126,NA,NA,0.83,FORB,PERENNIAL,FORB
348,LEUCANTHEMUM VULGARE,5572,rhijn.nl,1,1,1,1,1,0,0,565,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB
349,LEUCANTHEMUM VULGARE,89,allmendb.ch,1,2.75,1.375,3,1.5,0.25,0.125,565,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB
350,LIATRIS ASPERA,1671,cedartrait.us,1,59,8.428571429,59,11.8,0,3.371428571,569,12.33641253,0.68,20.498833,17.00092904,NA,0.135313282,193.6403191,0.335858333,FORB,PERENNIAL,FORB
351,LIATRIS PUNCTATA,811,bfl.us,1,41,13.66666667,23,11.5,-18,-2.166666667,572,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB
352,LIATRIS PUNCTATA,1522,cdpt_drt.us,1,0.5,0.5,1,1,0.5,0.5,572,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB
353,LIATRIS SQUARROSA,4804,oklah.us,1,1,0.5,3.5,1.75,2.5,1.25,573,22.06384,0.4548,NA,16.33650548,0.67,NA,NA,NA,FORB,PERENNIAL,FORB
354,LIGUSTICUM MUTELLINA,5289,passogavia.it,1,24,12,46,46,22,34,574,21.8,0.28,NA,24.9616,0.68,NA,NA,NA,FORB,PERENNIAL,FORB
356,LINUM CATHARTICUM,239,allmendo.ch,1,6.25,2.083333333,5,1.666666667,-1.25,-0.416666667,577,20.2751018,0.184833333,NA,29.89038332,0.18,0.1190476,308.1,0.21608502,FORB,ANNUAL,FORB
357,LINUM CATHARTICUM,93,allmendb.ch,1,7.5,2.5,6.25,2.083333333,-1.25,-0.416666667,577,20.2751018,0.184833333,NA,29.89038332,0.18,0.1190476,308.1,0.21608502,FORB,ANNUAL,FORB
358,LINUM CATHARTICUM,2635,elvadrt.ee,1,1,1,3,1.5,2,0.5,577,20.2751018,0.184833333,NA,29.89038332,0.18,0.1190476,308.1,0.21608502,FORB,ANNUAL,FORB
359,LITHOSPERMUM CANESCENS,1585,cedarsav.us,1,9,3,13,4.333333333,4,1.333333333,585,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
360,LITHOSPERMUM CANESCENS,1341,brookdale.ca,1,3,1,1.666666667,1.666666667,-1.333333333,0.666666667,585,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
361,LITHOSPERMUM INCISUM,1524,cdpt_drt.us,1,11,2.75,13,2.166666667,2,-0.583333333,586,26.9,0.2176,NA,12.77,NA,NA,NA,NA,FORB,PERENNIAL,FORB
362,LITHOSPERMUM INCISUM,4505,mattheis.ca,1,11,5.5,20,10,9,4.5,586,26.9,0.2176,NA,12.77,NA,NA,NA,NA,FORB,PERENNIAL,FORB
367,LOMANDRA NANA,3420,jilpanger.au,1,1,0.5,2,0.666666667,1,0.166666667,591,NA,0.17,NA,5.237313,NA,NA,NA,NA,FORB,PERENNIAL,FORB
374,LYSIMACHIA EUROPAEA,4147,lygraint.no,1,4,2,2,1,-2,-1,607,32.8,0.09,NA,51,NA,NA,NA,NA,FORB,NULL,FORB
375,MACHAERANTHERA PINNATIFIDA,1526,cdpt_drt.us,1,0.6,0.3,0.1,0.1,-0.5,-0.2,610,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,FORB,PERENNIAL,FORB
376,MACHAERANTHERA PINNATIFIDA,5999,sevmixed.us,1,1.5,0.5,1,0.5,-0.5,0,610,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,FORB,PERENNIAL,FORB
383,MICROSERIS SCAPIGERA,3422,jilpanger.au,1,1,0.5,0.5,0.5,-0.5,0,625,NA,0.36,NA,35.23,NA,NA,NA,NA,FORB,PERENNIAL,FORB
384,MILLOTIA TENUIFOLIA,3426,jilpanger.au,1,2,0.666666667,0.5,0.5,-1.5,-0.166666667,628,NA,0.12,NA,36.253385,NA,NA,NA,NA,FORB,ANNUAL,FORB
385,MINUARTIA GLOMERATA,3838,kiskun.hu,1,0.2,0.2,0.21,0.07,0.01,-0.13,630,NA,NA,NA,11.1936,NA,NA,NA,NA,FORB,ANNUAL,FORB
388,MONARDA FISTULOSA,1679,cedartrait.us,1,2,2,8,8,6,6,632,11.29051118,0.662,17.87547,26.21085308,0.1016,0.27,93.37285277,0.28925,FORB,PERENNIAL,FORB
394,NEOTTIA OVATA,5369,pineta.es,1,3,3,7,1.75,4,-1.25,652,NA,0.32,NA,30.18571429,NA,NA,NA,NA,FORB,NULL,FORB
396,NOTICASTRUM SERICEUM,6130,spvdrt.ar,1,1,1,8,4,7,3,656,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB
398,OXALIS DILLENII,6058,slp.us,1,1,1,5,2.5,4,1.5,666,NA,0.188478161,NA,41.82566697,NA,NA,NA,NA,FORB,PERENNIAL,FORB
399,OXALIS STRICTA,4811,oklah.us,1,1,0.5,1,0.5,0,0,668,23.5,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
400,OXALIS STRICTA,3937,konzadrt.us,1,2,1,1.2,0.4,-0.8,-0.6,668,23.5,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
406,PARTHENIUM INTEGRIFOLIUM,5647,sand.us,1,4,4,5,5,1,1,686,15.3,0.7746,NA,10.84,1.8,NA,NA,NA,FORB,PERENNIAL,FORB
411,PELARGONIUM RODNEYANUM,3430,jilpanger.au,1,1,0.5,1,1,0,0.5,702,NA,0.4,NA,16.370301,NA,NA,NA,NA,FORB,PERENNIAL,FORB
412,PERSICARIA VIVIPARA,5303,passogavia.it,1,2.1,1.05,0.1,0.1,-2,-0.95,709,21.5,0.283,NA,22,NA,NA,NA,NA,FORB,PERENNIAL,FORB
415,PHLOX HOODII,4978,oreaa.us,1,7,3.5,6.5,1.625,-0.5,-1.875,717,23.27,0.02825,NA,13.95070877,0.54,0.180454545,107.0545926,0.2647,FORB,PERENNIAL,FORB
417,PHYTEUMA HEMISPHAERICUM,5311,passogavia.it,1,12,2.4,11.5,2.3,-0.5,-0.1,725,27,0.1,NA,19.5,NA,NA,NA,NA,FORB,PERENNIAL,FORB
418,PICRIS HIERACIOIDES,503,baddrt.de,1,630,63,240,48,-390,-15,727,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB
419,PICRIS HIERACIOIDES,3296,jenadrt.de,1,9,4.5,6.5,2.166666667,-2.5,-2.333333333,727,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB
420,PILOSELLA PILOSELLOIDES,666,bayrdrt.de,1,3,1.5,50.1,25.05,47.1,23.55,729,NA,0.455,NA,27.17333333,NA,0.187679414,13.38170314,NA,FORB,PERENNIAL,FORB
421,PIMPINELLA SAXIFRAGA,249,allmendo.ch,1,7,2.333333333,6.5,2.166666667,-0.5,-0.166666667,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
422,PIMPINELLA SAXIFRAGA,104,allmendb.ch,1,7.5,2.5,7.25,2.416666667,-0.25,-0.083333333,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
423,PIMPINELLA SAXIFRAGA,5373,pineta.es,1,3.5,1.75,1.5,0.5,-2,-1.25,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
424,PLANTAGO EURYPHYLLA,2897,falls.au,1,2,1,1,1,-1,0,739,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,FORB,PERENNIAL,FORB
425,PLANTAGO LANCEOLATA,5582,rhijn.nl,1,35,5.833333333,12,4,-23,-1.833333333,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
426,PLANTAGO LANCEOLATA,108,allmendb.ch,1,0.25,0.25,2,1,1.75,0.75,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
427,PLANTAGO LANCEOLATA,5790,scruzh.us,1,23.9314175,11.96570875,22.2222222,22.2222222,-1.7091953,10.25651345,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
428,PLANTAGO LANCEOLATA,253,allmendo.ch,1,1.5,0.75,0.75,0.75,-0.75,0,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
429,PLANTAGO LANCEOLATA,507,baddrt.de,1,0.05,0.05,0.3,0.3,0.25,0.25,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
430,PLANTAGO PATAGONICA,1451,capmcd.us,1,1.5,0.75,4,4,2.5,3.25,744,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
431,PLANTAGO PATAGONICA,6149,spvdrt.ar,1,4,2,1,1,-3,-1,744,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
432,PLANTAGO PATAGONICA,4817,oklah.us,1,1,0.5,0.5,0.5,-0.5,0,744,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
433,PLANTAGO PATAGONICA,4689,nplatte.us,1,8,2,2,2,-6,0,744,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
434,PLANTAGO PATAGONICA,1493,capwhite.us,1,6,1.5,2,1,-4,-0.5,744,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
435,PLANTAGO RHODOSPERMA,824,bfl.us,1,1,1,2,1,1,0,745,NA,NA,NA,17.37,NA,NA,NA,NA,FORB,ANNUAL,FORB
457,POLYGALA VULGARIS,257,allmendo.ch,1,0.75,0.375,0.5,0.5,-0.25,0.125,767,NA,0.172916667,NA,19.02952398,0.481041171,NA,266.1555556,0.299934799,FORB,PERENNIAL,FORB
458,POLYGALA VULGARIS,112,allmendb.ch,1,6,2,4.25,1.416666667,-1.75,-0.583333333,767,NA,0.172916667,NA,19.02952398,0.481041171,NA,266.1555556,0.299934799,FORB,PERENNIAL,FORB
459,POLYGONUM ARENARIUM,3843,kiskun.hu,1,0.62,0.124,0.14,0.028,-0.48,-0.096,768,NA,NA,NA,16.81,NA,NA,NA,NA,FORB,ANNUAL,FORB
460,POTENTILLA ANSERINA,2661,elvadrt.ee,1,2,1,3,1,1,0,775,26.20897891,0.277222222,NA,17.47534074,0.43,0.65724825,NA,0.251204036,FORB,PERENNIAL,FORB
461,POTENTILLA ERECTA,4165,lygraint.no,1,8,2.666666667,7,2.333333333,-1,-0.333333333,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,NULL,FORB
462,POTENTILLA ERECTA,5376,pineta.es,1,3,3,3,3,0,0,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,NULL,FORB
463,POTENTILLA ERECTA,4261,lygraold.no,1,3,3,3,3,0,0,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,NULL,FORB
464,POTENTILLA GRANDIFLORA,259,allmendo.ch,1,15.75,5.25,9.75,3.25,-6,-2,778,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
465,POTENTILLA GRANDIFLORA,116,allmendb.ch,1,2.75,0.916666667,2,0.666666667,-0.75,-0.25,778,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
466,POTENTILLA REPTANS,5591,rhijn.nl,1,32,8,45,22.5,13,14.5,779,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,FORB,PERENNIAL,FORB
467,PRIMULA GLUTINOSA,5323,passogavia.it,1,4.9,0.98,1.5,0.75,-3.4,-0.23,781,27,NA,NA,13.58757528,0.2515,NA,NA,NA,FORB,PERENNIAL,FORB
468,PRUNELLA VULGARIS,120,allmendb.ch,1,53.5,17.83333333,42.25,14.08333333,-11.25,-3.75,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
469,PRUNELLA VULGARIS,263,allmendo.ch,1,23.75,7.916666667,12.5,4.166666667,-11.25,-3.75,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
470,PRUNELLA VULGARIS,5596,rhijn.nl,1,3,1.5,4,2,1,0.5,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
474,PTERIDIUM AQUILINUM,5652,sand.us,1,64,21.33333333,9,4.5,-55,-16.83333333,793,21.68333333,NA,9.852689835,16.98656271,0.254,0.184848485,53.87484386,0.2511,FERN,NULL,FORB
475,QUINETIA URVILLEI,3435,jilpanger.au,1,2.5,0.5,1,0.5,-1.5,0,810,NA,0.2,NA,28.711511,NA,NA,NA,NA,FORB,ANNUAL,FORB
476,RANUNCULUS ACRIS,687,bayrdrt.de,1,15.2,3.8,9,3,-6.2,-0.8,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
477,RANUNCULUS ACRIS,2667,elvadrt.ee,1,6,2,6,2,0,0,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
478,RANUNCULUS ACRIS,5599,rhijn.nl,1,15,3,6,3,-9,0,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
479,RANUNCULUS REPENS,6203,teshio.jp,1,7,7,5,5,-2,-2,813,23.05293867,0.369253333,9.982096286,29.1838443,0.1524,0.133080484,217.6519817,0.412452083,FORB,PERENNIAL,FORB
480,RAPHANUS SATIVUS,5885,scruzl.us,1,174.8182198,34.96364396,305.4907505,61.0981501,130.6725307,26.13450614,816,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,FORB,ANNUAL,FORB
481,RAPHANUS SATIVUS,5961,scruzm.us,1,37.2010363,7.44020726,102.8851914,20.57703828,65.6841551,13.13683102,816,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,FORB,ANNUAL,FORB
482,RATIBIDA COLUMNIFERA,4828,oklah.us,1,3.5,1.75,0.5,0.5,-3,-1.25,817,NA,0.94488,NA,22.85,0.3556,NA,56,0.66,FORB,PERENNIAL,FORB
483,RHINANTHUS MINOR,692,bayrdrt.de,1,0.1,0.1,2,2,1.9,1.9,818,34.3558401,0.395833333,NA,18.84206584,NA,NA,NA,NA,FORB,ANNUAL,FORB
484,RHINANTHUS MINOR,127,allmendb.ch,1,1.25,0.416666667,6,2,4.75,1.583333333,818,34.3558401,0.395833333,NA,18.84206584,NA,NA,NA,NA,FORB,ANNUAL,FORB
485,RHINANTHUS MINOR,267,allmendo.ch,1,3.25,1.083333333,2.5,0.833333333,-0.75,-0.25,818,34.3558401,0.395833333,NA,18.84206584,NA,NA,NA,NA,FORB,ANNUAL,FORB
486,ROMULEA ROSEA,3438,jilpanger.au,1,0.5,0.5,1,0.5,0.5,0,824,NA,0.4,NA,10.313611,NA,NA,NA,NA,GRASS,PERENNIAL,FORB
487,RUDBECKIA HIRTA,6071,slp.us,1,13,4.333333333,11,5.5,-2,1.166666667,831,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,FORB,ANNUAL,FORB
488,RUDBECKIA HIRTA,830,bfl.us,1,1,1,3,1.5,2,0.5,831,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,FORB,ANNUAL,FORB
489,RUELLIA HUMILIS,3950,konzadrt.us,1,1,1,4,2,3,1,833,17,0.502906667,NA,12.07550636,0.1016,0.40803047,18.40109592,0.42,FORB,PERENNIAL,FORB
490,RUMEX ACETOSA,2673,elvadrt.ee,1,3,1,1,1,-2,0,834,40.4730773,0.63555,9.226533422,25.84234182,NA,0.252258472,161.1286432,0.240291458,FORB,PERENNIAL,FORB
491,RUMEX ACETOSA,5605,rhijn.nl,1,5,1.25,3,1.5,-2,0.25,834,40.4730773,0.63555,9.226533422,25.84234182,NA,0.252258472,161.1286432,0.240291458,FORB,PERENNIAL,FORB
492,RUMEX ACETOSELLA,2905,falls.au,1,5,0.833333333,1.5,0.75,-3.5,-0.083333333,835,34.93757406,0.235714286,18.76112,26.0517312,NA,0.166783945,NA,0.262467915,FORB,PERENNIAL,FORB
493,RUMEX CRISPUS,519,baddrt.de,1,5,5,0.5,0.5,-4.5,-4.5,836,28.64619072,0.846916667,3.807,NA,NA,0.330035336,154.3076856,0.17924,FORB,PERENNIAL,FORB
496,SALVIA PRATENSIS,130,allmendb.ch,1,2.25,1.125,6.5,3.25,4.25,2.125,844,19.3,0.520833333,NA,24.4875,2.1,0.607186769,201.5307692,NA,FORB,PERENNIAL,FORB
497,SALVIA PRATENSIS,271,allmendo.ch,1,0.5,0.5,7.75,3.875,7.25,3.375,844,19.3,0.520833333,NA,24.4875,2.1,0.607186769,201.5307692,NA,FORB,PERENNIAL,FORB
498,SALVIA VERBENACA,2294,credoj.au,1,3,0.6,2.5,0.5,-0.5,-0.1,845,NA,0.508333333,NA,11.94,NA,NA,NA,NA,FORB,ANNUAL,FORB
499,SALVIA VERBENACA,2382,credom.au,1,7,1.4,4,0.8,-3,-0.6,845,NA,0.508333333,NA,11.94,NA,NA,NA,NA,FORB,ANNUAL,FORB
500,SANGUISORBA MINOR,134,allmendb.ch,1,8,2.666666667,7.5,2.5,-0.5,-0.166666667,846,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,FORB,PERENNIAL,FORB
501,SCABIOSA COLUMBARIA,279,allmendo.ch,1,0.5,0.25,3.25,1.625,2.75,1.375,849,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB
502,SCABIOSA COLUMBARIA,138,allmendb.ch,1,7.75,2.583333333,3,1,-4.75,-1.583333333,849,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB
511,SCLEROLAENA DIACANTHA,5500,quilpie.au,1,6,3,3,3,-3,0,857,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,FORB,PERENNIAL,FORB
512,SCLEROLAENA DIACANTHA,2088,cobar.au,1,3,1,2,1,-1,0,857,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,FORB,PERENNIAL,FORB
513,SCLEROLAENA DIACANTHA,1265,brokenh.au,1,3,1,2,1,-1,0,857,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,FORB,PERENNIAL,FORB
514,SCLEROLAENA DIACANTHA,4545,milparinka.au,1,6,3,4,2,-2,-1,857,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,FORB,PERENNIAL,FORB
515,SCLEROLAENA ERIACANTHA,5503,quilpie.au,1,12,4,10,3.333333333,-2,-0.666666667,858,NA,0.2,NA,7.535749722,NA,NA,NA,NA,FORB,PERENNIAL,FORB
516,SCORZONEROIDES AUTUMNALIS,700,bayrdrt.de,1,1,1,0.1,0.1,-0.9,-0.9,861,19.34660756,0.310966667,NA,21.52466367,0.7,NA,314.4166667,NA,FORB,PERENNIAL,FORB
519,SENECIO MADAGASCARIENSIS,6374,yarradrt.au,1,2,2,15,15,13,13,871,37.065,0.6,NA,23.57,NA,NA,NA,NA,NULL,ANNUAL,FORB
523,SIDA PETROPHILA,1267,brokenh.au,1,5,1.25,3,1,-2,-0.25,884,NA,NA,NA,6.55728,NA,NA,NA,NA,FORB,PERENNIAL,FORB
