"","Taxon","site_code","mean.cover.response","local_lifeform","local_lifespan","functional_group","leafN","height","rootN","SLA","root_depth","RTD","SRL","root_diam"
"15","Agrostis capillaris","lygraint.no",0,"GRASS","PERENNIAL","GRASS",27.65006595,0.393022873,8.907142857,29.44748071,0.3048,0.230872486,141.2639378,0.128571429
"16","Agrostis montevidensis","marcdrt.ar",-2.5,"FORB","PERENNIAL","GRASS",21.13881933,0.229358974,8.373856221,12,0.373474257,0.318088373,166.7639741,0.121223477
"17","Agrostis rupestris","passogavia.it",-0.8,"GRASS","PERENNIAL","GRASS",17,0.035,8.497540706,15.5,0.41135993,0.282451859,187.9538421,0.121651842
"18","Agrostis scabra","kernb.ca",-1.666666667,"GRASS","PERENNIAL","GRASS",8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21
"19","Agrostis scabra","mattheis.ca",-2,"GRASS","PERENNIAL","GRASS",8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21
"20","Agrostis stolonifera","elvadrt.ee",0,"GRASS","PERENNIAL","GRASS",31.5111841,0.414942857,6.2,31.65060428,0.3048,0.212659866,353.7043306,0.1
"21","Alchemilla pentaphyllea","passogavia.it",18.8,"FORB","PERENNIAL","FORB",37,NA,12.45427063,21,0.467155761,0.322232544,124.474535,0.553869747
"22","Allionia incarnata","cerrillos.ar",0.31,"FORB","PERENNIAL","FORB",23.79473104,0.4,9.368672762,21.88917424,0.4,0.333244632,10.31,0.665
"23","Alopecurus pratensis","validate.fr",10.4,"GRASS","PERENNIAL","GRASS",23.8325776,0.806266667,9.698958476,27.30021588,0.3048,0.069943613,230.6921222,0.305414955
"24","Alopecurus pratensis","bayrdrt.de",9.25,"GRASS","PERENNIAL","GRASS",23.8325776,0.806266667,9.698958476,27.30021588,0.3048,0.069943613,230.6921222,0.305414955
"25","Ambrosia psilostachya","slp.us",8.333333333,"FORB","PERENNIAL","FORB",23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44
"26","Ambrosia psilostachya","oklah.us",0.5,"FORB","PERENNIAL","FORB",23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44
"27","Ambrosia psilostachya","konzadrt.us",-9.8,"FORB","PERENNIAL","FORB",23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44
"28","Ambrosia tenuifolia","marcdrt.ar",-0.333333333,"FORB","PERENNIAL","FORB",18.2,4.572,18.87281285,9.366271504,0.6096,0.363287337,178.9047728,0.762624192
"29","Ambrosia tenuifolia","chilcasdrt.ar",0.858333333,"FORB","PERENNIAL","FORB",18.2,4.572,18.87281285,9.366271504,0.6096,0.363287337,178.9047728,0.762624192
"30","Amorpha canescens","cedarsav.us",4.416666667,"FORB","PERENNIAL","LEGUME",22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19
"31","Andropogon gerardii","cedarsav.us",-8.342857143,"GRASS","PERENNIAL","GRASS",11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7
"32","Andropogon gerardii","purdue.us",7.916666667,"GRASS","PERENNIAL","GRASS",11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7
"33","Andropogon gerardii","konzadrt.us",3.6,"GRASS","PERENNIAL","GRASS",11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7
"34","Andropogon gerardii","cedartrait.us",-10.6,"GRASS","PERENNIAL","GRASS",11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7
"35","Andropogon gerardii","brookdale.ca",-0.263888889,"GRASS","PERENNIAL","GRASS",11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7
"36","Anthoxanthum odoratum","teshio.jp",-2.166666667,"GRASS","PERENNIAL","GRASS",23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111
"37","Anthoxanthum odoratum","cowidrt.ca",0.066666667,"GRASS","PERENNIAL","GRASS",23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111
"38","Anthoxanthum odoratum","elvadrt.ee",0.166666667,"GRASS","PERENNIAL","GRASS",23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111
"39","Anthyllis vulneraria","allmendo.ch",0.625,"FORB","PERENNIAL","LEGUME",32.33118574,0.2845,19.6042,18.21819656,1.7,0.22014466,149.3012403,0.25
"40","Argyrolobium zanonii","ayora.es",0,"SUBSHRUB","PERENNIAL","LEGUME",22.77,0.1,16.12450158,13,0.72,0.541050721,NA,0.306616845
"41","Aristida purpurea","cdpt_drt.us",-1.666666667,"GRASS","PERENNIAL","GRASS",9.88,0.0735,6.53,6.520633333,1.315133333,0.3626,50.55346667,0.71
"42","Aristida stricta","sand.us",0.333333333,"GRAMINOID","PERENNIAL","GRASS",11.1128167,1.18872,6.318642134,6.79,0.1524,0.536990085,57.28887629,0.573693542
"43","Armeria maritima","paike.ar",0,"FORB","PERENNIAL","FORB",17,0.308106667,9.3,21.1502,0.254,0.2612175,57.875,0.221876923
"44","Arrhenatherum elatius","bayrdrt.de",5.58,"GRASS, Forb (Jena)","PERENNIAL","GRASS",25.84,0.857,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.304707692
"45","Arrhenatherum elatius","validate.fr",-12.9,"GRASS, Forb (Jena)","PERENNIAL","GRASS",25.84,0.857,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.304707692
"46","Arrhenatherum elatius","rhijn.nl",11.66666667,"GRASS, Forb (Jena)","PERENNIAL","GRASS",25.84,0.857,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.304707692
"47","Artemisia campestris","kiskun.hu",-4,"FORB","PERENNIAL","FORB",18.886,0.353,9.064339995,18.71203,1.22,0.366498,52.76693333,0.46
"48","Artemisia ludoviciana","cedarsav.us",0,"FORB","PERENNIAL","FORB",19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746
"49","Artemisia ludoviciana","brookdale.ca",0.7,"FORB","PERENNIAL","FORB",19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746
"50","Artemisia ludoviciana","kernb.ca",2,"FORB","PERENNIAL","FORB",19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746
"51","Artemisia ludoviciana","konzadrt.us",-1,"FORB","PERENNIAL","FORB",19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746
"52","Artemisia ludoviciana","kernnu.ca",2.25,"FORB","PERENNIAL","FORB",19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746
"53","Asclepias viridis","konzadrt.us",1.966666667,"FORB","PERENNIAL","FORB",26.58908484,0.456,10.48924134,10.46681531,0.9351367,0.320746666,41.57111916,0.36446
"54","Asperula cynanchica","allmendo.ch",1.958333333,"FORB","PERENNIAL","FORB",26.78563146,0.284375,4.540442599,27.91666667,0.93,0.3908625,22.875,0.16639
"55","Asperula cynanchica","allmendb.ch",0,"FORB","PERENNIAL","FORB",26.78563146,0.284375,4.540442599,27.91666667,0.93,0.3908625,22.875,0.16639
"56","Astrantia major","pineta.es",5,"FORB","PERENNIAL","FORB",28.539,0.4215,10.15016148,22.75909384,1.102055464,0.24350627,154.1435862,0.500938893
"57","Astrebla lappacea","milparinka.au",0,"GRASS","PERENNIAL","GRASS",16.2306281,0.65,10.57238756,11.43619445,0.294261224,0.487353953,48.02869853,0.25146667
"58","Astrebla pectinata","milparinka.au",0,"GRASS","PERENNIAL","GRASS",16.01841132,0.63,10.58097487,11.341433,0.300165986,0.486860653,52.4590653,0.229652918
"59","Baptisia bracteata","slp.us",1,"LEGUME","PERENNIAL","LEGUME",35.8,0.225616867,16.9166706,12.09,2.032,0.459982294,NA,0.28143411
"60","Bellis perennis","jenadrt.de",-4.333333333,"FORB","PERENNIAL","FORB",17.81,0.165,8.4,34.15,0.18,0.130088142,324.9590331,0.243322583
"61","Bothriochloa laguroides","oklah.us",7.25,"GRASS","PERENNIAL","GRASS",13.51123279,0.993039909,6.652572306,26,0.254858361,0.225215068,42.6832417,0.37501601
"62","Bouteloua curtipendula","konzadrt.us",1.5,"GRASS","PERENNIAL","GRASS",8.7,0.427,8.84,14.60867,0.3048,0.19,94.40056667,0.032
"63","Bouteloua gracilis","mattheis.ca",1,"GRASS","PERENNIAL","GRASS",15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167
"64","Bouteloua gracilis","cdpt_drt.us",-2.166666667,"GRASS","PERENNIAL","GRASS",15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167
"65","Bouteloua gracilis","nplatte.us",13.22857143,"GRASS","PERENNIAL","GRASS",15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167
"66","Brachypodium pinnatum","allmendb.ch",-5.583333333,"GRASS","PERENNIAL","GRASS",18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993
"67","Brachypodium pinnatum","pineta.es",5,"GRASS","PERENNIAL","GRASS",18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993
"68","Brachypodium pinnatum","allmendo.ch",2.5,"GRASS","PERENNIAL","GRASS",18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993
"69","Brachypodium retusum","ayora.es",14.16666667,"GRASS","PERENNIAL","GRASS",7.1,0.4,4.578925223,16.24363109,0.2586667,0.304852694,25.86916574,0.85
"70","Briza media","allmendb.ch",0,"GRASS","PERENNIAL","GRASS",19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333
"71","Briza media","allmendo.ch",0.583333333,"GRASS","PERENNIAL","GRASS",19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333
"72","Briza media","elvadrt.ee",1.666666667,"GRASS","PERENNIAL","GRASS",19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333
"73","Bromus erectus","allmendb.ch",4.833333333,"GRASS","PERENNIAL","GRASS",18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089
"74","Bromus erectus","allmendo.ch",-7.166666667,"GRASS","PERENNIAL","GRASS",18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089
"75","Bromus inermis","brookdale.ca",0.55,"GRASS","PERENNIAL","GRASS",21.49936399,0.81,17.20145333,17.7899321,0.3048,0.268601793,108.7724975,0.281416667
"76","Calamagrostis epigeios","teshio.jp",-3.2,"GRASS","PERENNIAL","GRASS",17.43326,1.396,6.6,18.65,0.227732862,0.319282674,57.46375,0.358255215
"77","Calamovilfa longifolia","cedarsav.us",0,"GRAMINOID","PERENNIAL","GRASS",13.59,0.968,5.2246,10.96892152,0.508,0.18,33,0.48
"78","Calotis lappulacea","cobar.au",-0.333333333,"FORB","PERENNIAL","FORB",20.89976142,0.5,11.10717304,15.76,0.516899137,0.207766211,128.8279049,0.287551535
"79","Calylophus serrulatus","oklah.us",0,"FORB","PERENNIAL","FORB",27.14258247,0.370017392,11.95337047,11.69,1.33,0.419435767,109.2762943,0.332447572
"80","Camassia quamash","cowidrt.ca",2,"GRASS","PERENNIAL","FORB",27.42842508,0.70104,10.68807051,12.08,0.254,0.316040808,NA,0.932310815
"81","Campanula rotundifolia","kernnu.ca",0,"FORB","PERENNIAL","FORB",21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667
"82","Carex arenaria","hyide.de",-0.666666667,"GRAMINOID","PERENNIAL","GRAMINOID",19.12604168,0.384259259,4.813983052,14.42164292,1.02,0.213901275,101.9846611,0.298247492
"83","Carex arenaria","hoide.de",-1,"GRAMINOID","PERENNIAL","GRAMINOID",19.12604168,0.384259259,4.813983052,14.42164292,1.02,0.213901275,101.9846611,0.298247492
"84","Carex breviculmis","falls.au",0.083333333,"GRASS","PERENNIAL","GRAMINOID",18.30157885,0.05,4.790760561,14.60009466,0.643749302,0.201694535,98.749896,0.292060534
"85","Carex brevior","konzadrt.us",-1.9,"GRAMINOID","PERENNIAL","GRAMINOID",19.66905045,0.254,4.80375618,21.15675902,0.593645298,0.151679871,97.15404162,0.327804179
"86","Carex caryophyllea","allmendb.ch",5.666666667,"GRAMINOID","PERENNIAL","GRAMINOID",18,0.223333333,4.995399659,18.76023077,0.2,0.175947244,142.613172,0.0784
"87","Carex caryophyllea","allmendo.ch",1.75,"GRAMINOID","PERENNIAL","GRAMINOID",18,0.223333333,4.995399659,18.76023077,0.2,0.175947244,142.613172,0.0784
"88","Carex curvula","passogavia.it",1.4,"GRAMINOID","PERENNIAL","GRAMINOID",12,0.437778071,5.532956422,9.999104145,0.65,0.245440334,134.7268838,0.32064211
"89","Carex distachya","ayora.es",-5,"GRAMINOID","PERENNIAL","FORB",18.75799477,0.1756,4.832835102,4.8,0.91,0.286560515,94.65180485,0.267297413
"90","Carex flacca","allmendb.ch",-4.125,"GRAMINOID","PERENNIAL","GRAMINOID",17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725
"91","Carex flacca","allmendo.ch",0,"GRAMINOID","PERENNIAL","GRAMINOID",17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725
"92","Carex hebes","falls.au",-0.1,"GRASS","PERENNIAL","GRAMINOID",19.32875382,0.314786381,4.883966427,19.096154,0.593961778,0.170092912,98.71614231,0.327235699
"93","Carex meadii","konzadrt.us",-0.666666667,"GRAMINOID","PERENNIAL","GRAMINOID",19.39507676,0.2292,4.874818173,12.74334258,0.56,0.221718376,93.92961517,0.301242457
"94","Carex miyabei","teshio.jp",-24.5,"GRAMINOID","PERENNIAL","GRAMINOID",19.77571,0.621,5.071131077,19.71,0.553139198,0.17166311,100.405315,0.354921991
"95","Carex nigra","lygraold.no",0.666666667,"GRAMINOID","PERENNIAL","GRAMINOID",24.40009307,0.388666667,6.648625922,20.83559904,0.78,0.2198095,52.8,0.2421
"96","Celmisia costiniana","falls.au",5,"FORB","PERENNIAL","FORB",20.91047528,0.515,11.51438714,9.655537,0.544193829,0.258657721,129.5204575,0.277497004
"97","Centaurea jacea","rhijn.nl",-0.5,"FORB","PERENNIAL","FORB",25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037
"98","Centaurea jacea","allmendo.ch",1.25,"FORB","PERENNIAL","FORB",25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037
"99","Centaurea jacea","allmendb.ch",-0.833333333,"FORB","PERENNIAL","FORB",25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037
"100","Centaurea scabiosa","allmendb.ch",2.083333333,"FORB","PERENNIAL","FORB",22.3,0.9625,11.09976411,16.2315625,2.708833,0.182590287,146.4648418,0.286172254
"101","Centaurea scabiosa","allmendo.ch",-2.375,"FORB","PERENNIAL","FORB",22.3,0.9625,11.09976411,16.2315625,2.708833,0.182590287,146.4648418,0.286172254
"102","Centipeda cunninghamii","quilpie.au",-0.666666667,"FORB","PERENNIAL","FORB",24.22912697,0.2,16.47638289,18.1,0.768534665,0.145497587,114.266703,0.330287525
"103","Cerastium arvense","cowidrt.ca",-0.5,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"104","Cerastium arvense","paike.ar",0,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"105","Cerastium arvense","matador.ca",-2.75,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"106","Cerastium arvense","kernb.ca",-1.25,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"107","Cerastium arvense","cmss.us",3,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"108","Cerastium arvense","elvadrt.ee",0,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"109","Cerastium arvense","kernnu.ca",0.25,"FORB","PERENNIAL","FORB",24.36700677,0.188888889,6.130655925,21.10181624,0.22,0.486326636,91.58154988,0.188766667
"110","Cerastium fontanum","jenadrt.de",-0.833333333,"FORB","PERENNIAL","FORB",24.9755,0.218333333,8.721238939,25.83139407,0.193150305,0.133299797,101.6244572,0.282
"111","Cerastium fontanum","bayrdrt.de",-0.241666667,"FORB","PERENNIAL","FORB",24.9755,0.218333333,8.721238939,25.83139407,0.193150305,0.133299797,101.6244572,0.282
"112","Chondrosum eriopodum","jorndrt.us",-4.333333333,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"113","Chondrosum eriopodum","sevblack.us",-10.66428571,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"114","Chondrosum eriopodum","antelope.us",-0.275,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"115","Chondrosum eriopodum","jrnchi.us",-3.720576903,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"116","Chondrosum eriopodum","sevblue.us",3.158333333,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"117","Chondrosum eriopodum","sevmixed.us",-4.071428571,"GRAMINOID","PERENNIAL","GRASS",14.8969364,0.508735283,9.087317693,18.54844313,0.463154361,0.271708636,193.2171249,0.03
"118","Chondrosum gracile","sevmixed.us",-3.325,"GRAMINOID","PERENNIAL","GRASS",15.9806955,0.48836992,9.009834195,15.34680195,0.465990498,0.2994391,182.2446477,0.036
"119","Chondrosum gracile","sevblue.us",-4.915714286,"GRAMINOID","PERENNIAL","GRASS",15.9806955,0.48836992,9.009834195,15.34680195,0.465990498,0.2994391,182.2446477,0.036
"120","Chrysocephalum apiculatum","jilpanger.au",0,"FORB","PERENNIAL","FORB",27.1,0.4,24.14112724,16.64122201,0.712133803,0.106368887,222.5844788,0.280719535
"121","Cirsium arvense","kernnu.ca",-1.916666667,"FORB","PERENNIAL","FORB",29.75611991,0.84284049,15.2,16.60803212,1.853333,0.272498089,64,0.71
"122","Cirsium arvense","brookdale.ca",0.233333333,"FORB","PERENNIAL","FORB",29.75611991,0.84284049,15.2,16.60803212,1.853333,0.272498089,64,0.71
"123","Cirsium arvense","esw.ca",0.5,"FORB","PERENNIAL","FORB",29.75611991,0.84284049,15.2,16.60803212,1.853333,0.272498089,64,0.71
"124","Cirsium arvense","baddrt.de",0.022222222,"FORB","PERENNIAL","FORB",29.75611991,0.84284049,15.2,16.60803212,1.853333,0.272498089,64,0.71
"125","Comandra umbellata","cedarsav.us",-3,"FORB","PERENNIAL","FORB",21.0594,0.248223914,9.387071458,18.08533756,0.681927847,0.334821433,31.36179282,0.321385714
"126","Comandra umbellata","matador.ca",-1.75,"FORB","PERENNIAL","FORB",21.0594,0.248223914,9.387071458,18.08533756,0.681927847,0.334821433,31.36179282,0.321385714
"127","Commelina cyanea","yarradrt.au",0,"FORB","PERENNIAL","FORB",30.634,0.1,9.421189506,34.85,0.372127358,0.12642,142.3912932,0.05284
"128","Convolvulus arvensis","jenadrt.de",-9.5,"FORB","PERENNIAL","FORB",27.77,0.048,12.29,17.215475,2.24,0.5298167,31.40813333,0.370782563
"129","Coreopsis palmata","cedarsav.us",-20.83333333,"FORB","PERENNIAL","FORB",12.06502778,0.614,18.5591,18.06209157,0.808334779,0.1,82.33333333,0.33
"130","Coreopsis palmata","cedartrait.us",-12,"FORB","PERENNIAL","FORB",12.06502778,0.614,18.5591,18.06209157,0.808334779,0.1,82.33333333,0.33
"131","Crepis biennis","jenadrt.de",0.75,"FORB","PERENNIAL","FORB",18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286
"132","Crepis biennis","baddrt.de",1.642857143,"FORB","PERENNIAL","FORB",18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286
"133","Crepis biennis","allmendb.ch",-1.25,"FORB","PERENNIAL","FORB",18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286
"134","Cruciata glabra","pineta.es",0,"FORB","PERENNIAL","FORB",17.002,0.194,10.75350322,21.52069774,0.14,0.306222369,242.5204112,0.163589059
"135","Cymbopogon caesius","ukulingadrt.za",-1.7,"GRASS","PERENNIAL","GRASS",13.857227,0.962214255,6.656233111,17.88,0.278522058,0.292909071,36.59052686,0.346762063
"136","Cynodon dactylon","yarradrt.au",-3.75,"GRAMINOID","PERENNIAL","GRASS",16.887,0.235788519,8.517127051,16.61,0.3556,0.51,26.34,0.071
"137","Cynodon dactylon","sclaudio.ar",-1.333333333,"GRAMINOID","PERENNIAL","GRASS",16.887,0.235788519,8.517127051,16.61,0.3556,0.51,26.34,0.071
"138","Cynosurus cristatus","bayrdrt.de",1.7,"GRASS","PERENNIAL","GRASS",20.5,0.588,8.98,25.76472222,0.22,0.3312667,24.6,0.705
"139","Cyperus eragrostis","chilcasdrt.ar",-0.75,"GRAMINOID","PERENNIAL","GRAMINOID",15.04906902,0.9,6.922459533,14.342367,0.340023487,0.208697891,129.5833873,0.496361766
"140","Dactylis glomerata","rhijn.nl",4.166666667,"GRASS","PERENNIAL","GRASS",25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143
"141","Dactylis glomerata","elvadrt.ee",0,"GRASS","PERENNIAL","GRASS",25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143
"142","Dactylis glomerata","cowidrt.ca",-2.5,"GRASS","PERENNIAL","GRASS",25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143
"143","Dactylis glomerata","validate.fr",11.2,"GRASS","PERENNIAL","GRASS",25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143
"144","Dactylorhiza maculata","pineta.es",0.625,"FORB","PERENNIAL","FORB",22.6,0.6,10.99253857,24.23285714,0.100367652,0.222222098,108.1171735,0.555663263
"145","Dalea purpurea","oklah.us",6,"FORB","PERENNIAL","LEGUME",14.1,0.5272,13.9583,13.02080619,1.525,0.174143261,73.40507735,0.341785714
"146","Deschampsia cespitosa","paike.ar",0,"GRASS","PERENNIAL","GRASS",19.38145224,0.623466667,9.504294333,15.38069921,1.23,0.170736151,364.9892355,0.206048414
"147","Deschampsia flexuosa","hoide.de",-5,"GRASS","PERENNIAL","GRASS",21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27
"148","Deschampsia flexuosa","hyide.de",0,"GRASS","PERENNIAL","GRASS",21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27
"149","Descurainia pinnata","gmgranite.us",0,"FORB","PERENNIAL","FORB",29.63607689,0.414582567,13.7425113,15.6,1.124052998,0.622394011,52.77175327,0.371897109
"150","Descurainia pinnata","nnss.us",-0.207255438,"FORB","PERENNIAL","FORB",29.63607689,0.414582567,13.7425113,15.6,1.124052998,0.622394011,52.77175327,0.371897109
"151","Desmanthus illinoensis","oklah.us",14.5,"FORB","PERENNIAL","LEGUME",38.8,0.9144,18.46997856,9.88,0.988273483,0.3048,45.09036443,0.25
"152","Desmodium illinoense","purdue.us",6.75,"LEGUME","PERENNIAL","LEGUME",14.28767,1.0968,28.94558883,11.96,0.602446559,0.26,137.7240104,0.2997
"153","Dianthus serotinus","kiskun.hu",-4.5,"FORB","PERENNIAL","FORB",15.97270425,0.207596573,11.68915508,8.61,0.4771872,0.396212595,208.4298252,0.19423854
"154","Dichanthelium oligosanthes","oklah.us",4,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"155","Dichanthelium oligosanthes","konzadrt.us",0.2,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"156","Dichanthelium oligosanthes","cdpt_drt.us",-2.5,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"157","Dichanthelium oligosanthes","bfl.us",21.33333333,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"158","Dichelachne crinita","yarradrt.au",0,"GRASS","PERENNIAL","GRASS",18.20358081,1.25,8.070002551,13.22276,0.321211532,0.300679154,180.8000697,0.51
"159","Diheteropogon amplectens","ukulingadrt.za",2,"GRASS","PERENNIAL","GRASS",7.1951461,1.060848369,10.29651892,15.69,0.375188289,0.266642144,82.52177399,0.461112644
"160","Dorycnium pentaphyllum","ayora.es",-1.2,"SUBSHRUB","PERENNIAL","LEGUME",24.5,0.4,13.1305785,20.8,1.17,0.56,3.83,0.517886924
