"","Taxon","site_code","mean.drt.cover.yr1","mean.drt.cover.yr2","diff.drt.trt","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"258","GERANIUM DISSECTUM","scruzl.us",3.799262233,7,3.200737767,19.13,0.151,NA,17.86,0.5,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"323","LINUM BIENNE","scruzh.us",6.29785905,3.5,-2.79785905,27.53,0.375,NA,26.60625,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"324","LINUM CATHARTICUM","allmendo.ch",1.666666667,0.25,-1.416666667,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"325","LINUM CATHARTICUM","allmendb.ch",2.083333333,1.083333333,-1,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"326","LINUM CATHARTICUM","elvadrt.ee",1.5,1.5,0,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"328","LINUM SULCATUM","oklah.us",0.5,0.5,0,NA,NA,NA,17.12,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"347","MONARDA PUNCTATA","slp.us",5,3,-2,13.2,0.4265,NA,18.95202815,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"383","PLANTAGO PATAGONICA","spvdrt.ar",1,1.5,0.5,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"384","PLANTAGO PATAGONICA","capwhite.us",1,0.125,-0.875,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"385","PLANTAGO RHODOSPERMA","bfl.us",1,1,0,NA,NA,NA,17.37,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"425","RAPHANUS SATIVUS","scruzl.us",61.0981501,45.2,-15.8981501,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"426","RAPHANUS SATIVUS","scruzm.us",20.57703828,4.5,-16.07703828,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"428","RHINANTHUS MINOR","allmendb.ch",2,0.5,-1.5,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,"FORB","ANNUAL","FORB"
"436","RUDBECKIA HIRTA","bfl.us",1.5,1,-0.5,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"437","RUDBECKIA HIRTA","slp.us",5.5,1.5,-4,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"445","SALVIA VERBENACA","credom.au",0.8,0.5,-0.3,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"446","SALVIA VERBENACA","credoj.au",0.5,0.5,0,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"480","SONCHUS ASPER","scruzl.us",14.54787123,5.5,-9.04787123,27.6,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,"FORB","ANNUAL","FORB"
"512","THLASPI ARVENSE","hard.us",3,2,-1,NA,0.423333333,NA,24.42761317,0.49,0.42845,105,0.2761525,"FORB","ANNUAL","FORB"
"518","TIDESTROMIA LANUGINOSA","jorndrt.us",0.2,1,0.8,NA,0.3,NA,17.09882973,0.265,NA,4.37819,0.074,"FORB","ANNUAL","FORB"
"542","VALERIANELLA LOCUSTA","cowidrt.ca",2.5,5.25,2.75,26,0.1925,NA,31.7,0.05,0.56326,204,1.242171,"FORB","ANNUAL","FORB"
"545","VERONICA ARVENSIS","cowidrt.ca",1,1,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
"546","VERONICA ARVENSIS","jenadrt.de",0.5,0.5,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
